OE PSIP SIP Measurement,
PSIP_Version,1.3.0b-1,
Separator,Comma,
Operator,psip_user,
Description,O&E PSIP Measurement File.
Date,09/06/2025,
Time,13:57:27,
Instance,00
***End_Of_Header***,
User_Comment,comment,
Current Resistor[Ohms],1000.000000,
Stimulus Channel Num,3,
Response Channel Nums,1,
Frequency Sweep(in Hz),Start,10000.000000,Stop,0.010000,
Number of Steps,60,
Amplitude(Volts),5.000000,
Settle Time(Secs),3.000000,Cycle,3,
Integration Time(Secs),3.000000,Cycle,3,
Master/Slave Sel,None,
External Trigger Sel,None,


Date,09/06/2025,
Time,13:57:27,
Y_Unit_Label,Hz,ratio,rad,
X_Dimension,Time,Time,Time,
***End_Of_Header***,
,,,Chan-1,Chan-1,Chan-1,
X_Value,AO_sampling_rate,Frequency[Hz],Magnitude[ratio],Phase_Shift[rad],Impedance[Ohms],TimeStamp[Sec],Loop,Comment
,100000,10000.000000,0.125701,-0.020440,125.701203,7,1
,100000,7912.342616,0.125660,-0.016925,125.659536,16,1
,100000,6260.516567,0.125649,-0.014103,125.649149,25,1
,100000,4953.535203,0.125672,-0.011913,125.672467,34,1
,100000,3919.406769,0.125737,-0.010170,125.737015,43,1
,100000,3101.168921,0.125846,-0.008660,125.845876,52,1
,100000,2453.751101,0.125992,-0.007431,125.992047,61,1
,100000,1941.491941,0.126052,-0.006748,126.052005,70,1
,100000,1536.174942,0.126055,-0.006224,126.055396,79,1
,100000,1215.474246,0.126070,-0.005796,126.069897,88,1
,100000,961.724867,0.126102,-0.005473,126.101605,97,1
,100000,760.949665,0.126152,-0.005247,126.151539,106,1
,100000,602.089447,0.126238,-0.005092,126.237828,115,1
,100000,476.393799,0.126366,-0.004971,126.366420,124,1
,100000,376.939096,0.126527,-0.004901,126.527437,133,1
,100000,298.247127,0.126630,-0.004916,126.630353,142,1
,100000,235.983345,0.126656,-0.004959,126.655854,151,1
,100000,186.718108,0.126682,-0.005026,126.682272,160,1
,100000,147.737764,0.126732,-0.005114,126.731554,169,1
,100000,116.895181,0.126803,-0.005221,126.802723,178,1
,100000,92.491472,0.126905,-0.005353,126.905000,187,1
,100000,73.182422,0.127051,-0.005488,127.051171,196,1
,100000,57.904439,0.127239,-0.005640,127.239431,205,1
,100000,45.815976,0.127376,-0.005816,127.376100,214,1
,100000,36.251170,0.127429,-0.005998,127.428578,223,1
,100000,28.683168,0.127480,-0.006191,127.480047,232,1
,100000,22.695105,0.127563,-0.006394,127.563495,241,1
,100000,17.957145,0.127661,-0.006608,127.660896,250,1
,100000,14.208308,0.127788,-0.006829,127.787915,259,1
,100000,11.242100,0.127965,-0.007059,127.965129,268,1
,100000,8.895135,0.128183,-0.007302,128.182659,277,1
,100000,7.038135,0.128368,-0.007549,128.367584,286,1
,100000,5.568814,0.128461,-0.007782,128.461270,295,1
,100000,4.406236,0.128559,-0.008000,128.558857,304,1
,100000,3.486365,0.128683,-0.008198,128.682744,313,1
,100000,2.758532,0.128824,-0.008372,128.824210,322,1
,100000,2.182645,0.129006,-0.008579,129.006420,331,1
,100000,1.726983,0.129244,-0.008858,129.243869,340,1
,100000,1.366448,0.129514,-0.009131,129.513672,349,1
,100000,1.081181,0.129705,-0.009122,129.705062,358,1
,100000,0.855467,0.129817,-0.008724,129.817240,368,1
,100000,0.676875,0.130000,-0.008639,129.999605,380,1
,100000,0.535567,0.130156,-0.007956,130.155784,395,1
,100000,0.423759,0.130370,-0.007696,130.370178,413,1
,100000,0.335292,0.130577,-0.007403,130.577327,435,1
,100000,0.265295,0.130697,-0.006650,130.696690,462,1
,100000,0.209910,0.130859,-0.006237,130.859044,495,1
,100000,0.166088,0.131004,-0.005375,131.003788,537,1
,100000,0.131415,0.131035,-0.004533,131.035050,589,1
,100000,0.103980,0.131199,-0.003993,131.198724,654,1
,100000,0.082272,0.131266,-0.003797,131.265846,736,1
,100000,0.065097,0.131109,-0.002916,131.108699,838,1
,100000,0.051507,0.131277,-0.002432,131.277218,967,1
,100000,0.040754,0.131407,-0.001867,131.406965,1129,1
,100000,0.032246,0.131425,-0.001876,131.425022,1333,1
,100000,0.025514,0.131438,-0.001489,131.437582,1590,1
,100000,0.020188,0.131503,-0.001081,131.502584,1914,1
,100000,0.015973,0.131528,-0.000890,131.527560,2323,1
,100000,0.012638,0.131488,-0.000830,131.488140,2840,1
,100000,0.010000,0.131344,-0.001546,131.343612,3492,1
